date,bullish,neutral,bearish,bull_bear_spread
2024-07-18,52.7473,23.8095,23.4432,29.3041
2024-07-25,43.1734,25.0923,31.7343,11.4391
2024-08-01,44.8819,29.9213,25.1969,19.685
2024-08-08,40.5405,22.0077,37.4517,3.0888
2024-08-15,42.5397,28.5714,28.8889,13.6508
2024-08-22,51.6129,24.7312,23.6559,27.957
2024-08-29,51.1628,21.8605,26.9767,24.1861
2024-09-05,45.3287,29.7578,24.9135,20.4152
2024-09-12,39.7959,29.2517,30.9524,8.8435
2024-09-19,50.8251,22.7723,26.4026,24.4225
2024-09-26,49.6241,26.6917,23.6842,25.9399
2024-10-03,45.4545,27.2727,27.2727,18.1818
2024-10-10,49.0119,30.4348,20.5534,28.4585
2024-10-17,45.4545,29.1667,25.3788,20.0757
2024-10-24,37.7049,32.377,29.918,7.7869
2024-10-31,39.485,29.6137,30.9013,8.5837
2024-11-07,41.5441,30.8824,27.5735,13.9706
2024-11-14,49.8442,21.8069,28.3489,21.4953
2024-11-21,41.2903,25.4839,33.2258,8.0645
2024-11-28,37.0518,24.3028,38.6454,-1.5936
2024-12-05,48.3333,21,30.6667,17.6666
2024-12-12,43.3333,25,31.6667,11.6666
2024-12-19,40.7143,27.8571,31.4286,9.2857
2024-12-26,37.8049,28.0488,34.1463,3.6586
2025-01-02,35.443,30.3797,34.1772,1.2658
2025-01-09,34.6674,27.957,37.3656,-2.6982
2025-01-16,25.4286,34,40.5714,-15.1428
2025-01-23,43.4286,27.1429,29.4286,14
2025-01-30,40.9639,25,34.0361,6.9278
2025-02-06,33.3333,23.8095,42.8571,-9.5238
2025-02-13,28.4153,24.3169,47.2678,-18.8525
2025-02-20,29.1908,30.3468,40.4624,-11.2716
2025-02-27,19.3846,20,60.6154,-41.2308
2025-03-06,19.3333,23.5556,57.1111,-37.7778
2025-03-13,19.1083,21.6561,59.2357,-40.1274
2025-03-20,21.5812,20.2991,58.1197,-36.5385
2025-03-27,27.4194,20.4301,52.1505,-24.7311
2025-04-03,21.7617,16.3212,61.9171,-40.1554
2025-04-10,28.5171,12.5475,58.9354,-30.4183
2025-04-17,25.4364,17.7057,56.8579,-31.4215
2025-04-24,21.9373,22.5071,55.5556,-33.6183
2025-05-01,20.944,19.764,59.292,-38.348
2025-05-08,29.4479,19.0184,51.5337,-22.0858
2025-05-15,35.9322,19.661,44.4068,-8.4746
2025-05-22,37.7049,25.5738,36.7213,0.9836
2025-05-29,32.8904,25.2492,41.8605,-8.9701
2025-06-05,32.6599,25.9259,41.4141,-8.7542
2025-06-12,36.6667,29.7436,33.5897,3.077
2025-06-19,33.209,25.3731,41.4179,-8.2089
2025-06-26,35.0694,24.6528,40.2778,-5.2084
2025-07-03,45.0161,21.865,33.119,11.8971
2025-07-10,41.3793,22.9885,35.6322,5.7471
2025-07-17,39.2655,21.7514,38.9831,0.2824
2025-07-24,36.7781,29.1793,34.0426,2.7355
2025-07-31,40.3333,26.6667,33,7.3333
2025-08-07,34.8703,21.902,43.2277,-8.3574
2025-08-14,29.8817,23.9645,46.1538,-16.2721
2025-08-21,30.8442,24.3506,44.8052,-13.961
2025-08-28,34.6021,25.9516,39.4464,-4.8443
2025-09-04,32.6861,23.9482,43.3657,-10.6796
2025-09-11,28.0277,22.4913,49.481,-21.4533
2025-09-18,41.6667,15.9722,42.3611,-0.6944
2025-09-25,41.7266,19.0647,39.2086,2.518
2025-10-02,42.9167,17.9167,39.1667,3.75
2025-10-09,45.8746,18.4818,35.6436,10.231
2025-10-16,33.6601,20.2614,46.0784,-12.4183
2025-10-23,36.8601,20.4778,42.6621,-5.802
2025-10-30,44.0273,19.1126,36.8601,7.1672
2025-11-06,37.9661,25.7627,36.2712,1.6949
2025-11-13,31.6151,19.244,49.1409,-17.5258
2025-11-20,32.5758,23.8636,43.5606,-10.9848
2025-11-27,32.0285,25.2669,42.7046,-10.6761
2025-12-04,44.2907,24.9135,30.7958,13.4949
2025-12-11,44.586,24.8408,30.5732,14.0128
2025-12-18,44.1406,22.6563,33.2031,10.9375
2025-12-25,37.4449,27.7533,34.8018,2.6431
2026-01-01,42.0354,30.9735,26.9912,15.0442
2026-01-08,42.492,27.476,30.0319,12.4601
2026-01-15,49.5017,22.2591,28.2392,21.2625
2026-01-22,43.1655,24.1007,32.7338,10.4317
2026-01-29,44.4,24.8,30.8,13.6
2026-02-05,39.667,31.3333,29,10.667
2026-02-12,38.5214,23.3463,38.1323,0.3891
2026-02-19,34.5382,28.5141,36.9478,-2.4096
2026-02-26,33.1967,27.0492,39.7541,-6.5574
2026-03-05,33.0579,31.405,35.5372,-2.4793
2026-03-12,31.9392,21.673,46.3878,-14.4486
2026-03-19,30.4,17.6,52,-21.6
2026-03-26,32.0988,18.107,49.7942,-17.6954
2026-04-02,33.5714,15,51.4286,-17.8572
2026-04-09,35.7466,21.267,42.9864,-7.2398
2026-04-16,31.7308,25.4808,42.7885,-11.0577
2026-04-23,46.0465,19.5349,34.4186,11.6279
2026-04-30,38.1323,22.179,39.6887,-1.5564
2026-05-07,38.3142,28.7356,32.9502,5.364
2026-05-14,39.322,24.0678,36.6102,2.7118
2026-05-21,31.7181,24.6696,43.6123,-11.8942
2026-05-28,35.556,22.5926,41.8519,-6.2959
2026-06-04,36.2637,26.7399,36.9963,-0.7326
