date,total_pc,index_pc,etp_pc,equity_pc,call_volume,put_volume
2025-06-04,0.85,1.03,1.11,0.52,4403930.0,3723998.0
2025-06-05,0.86,1.08,0.91,0.63,5885860.0,5053568.0
2025-06-06,0.87,1.18,1.07,0.55,5756409.0,5025102.0
2025-06-09,0.79,1.11,0.79,0.52,4883434.0,3858564.0
2025-06-10,0.87,1.12,0.96,0.57,5288728.0,4579676.0
2025-06-11,0.79,0.98,0.82,0.52,6090302.0,4803323.0
2025-06-12,0.87,1.12,0.89,0.58,4631714.0,4029410.0
2025-06-13,0.89,1.03,1.06,0.61,5989451.0,5316002.0
2025-06-16,0.9,1.06,1.32,0.51,4949324.0,4461194.0
2025-06-17,0.94,1.1,1.05,0.61,4942295.0,4646451.0
2025-06-18,0.97,1.18,0.66,0.98,5270257.0,5104162.0
2025-06-19,,,,,,
2025-06-20,0.88,1.21,0.91,0.54,5784015.0,5065383.0
2025-06-23,0.95,1.23,1.08,0.54,5148361.0,4903853.0
2025-06-24,0.9,1.03,1.26,0.56,5115430.0,4620359.0
2025-06-25,0.81,1.02,0.92,0.53,4523697.0,3659176.0
2025-06-26,0.77,0.97,0.8,0.53,5350620.0,4108003.0
2025-06-27,0.75,0.9,0.87,0.52,6827885.0,5134172.0
2025-06-30,0.83,0.99,0.95,0.51,5861105.0,4843389.0
2025-07-01,0.86,1.08,1.06,0.51,5276835.0,4534644.0
2025-07-02,0.83,0.98,1.15,0.55,4912321.0,4072880.0
2025-07-03,0.79,1.01,0.96,0.48,3996574.0,3162790.0
2025-07-04,,,,,,
2025-07-07,0.92,1.14,1.03,0.58,4772360.0,4377999.0
2025-07-08,0.87,1.07,1.02,0.56,4257335.0,3706007.0
2025-07-09,0.89,1.1,1.27,0.56,5692045.0,5061490.0
2025-07-10,0.77,0.98,0.89,0.52,4967029.0,3809688.0
2025-07-11,0.84,1.16,0.94,0.53,5354195.0,4498781.0
2025-07-14,0.85,1.15,0.91,0.51,4396748.0,3725134.0
2025-07-15,0.83,1.1,0.76,0.57,5938828.0,4903347.0
2025-07-16,0.86,1.05,1.03,0.53,5431469.0,4644164.0
2025-07-17,0.8,1.03,0.74,0.65,6095796.0,4893066.0
2025-07-18,0.74,1.02,0.93,0.48,6493988.0,4825989.0
2025-07-21,0.88,1.04,1.5,0.51,5503071.0,4842741.0
2025-07-22,0.87,1.18,1.05,0.55,4890123.0,4258444.0
2025-07-23,0.81,1.01,0.94,0.55,5653967.0,4590119.0
2025-07-24,0.9,1.15,1.23,0.57,5063513.0,4563812.0
2025-07-25,0.91,1.16,0.93,0.72,5398247.0,4889677.0
2025-07-28,0.85,1.13,0.85,0.58,4651617.0,3967661.0
2025-07-29,0.94,1.26,0.96,0.57,5204077.0,4882519.0
2025-07-30,0.9,1.14,1.07,0.59,4985410.0,4484053.0
2025-07-31,1.03,1.08,1.31,0.84,6299607.0,6493092.0
2025-08-01,0.94,1.0,1.17,0.75,7568271.0,7143115.0
2025-08-04,0.9,1.06,1.15,0.61,4707818.0,4251026.0
2025-08-05,0.87,1.24,0.78,0.58,5129848.0,4484244.0
2025-08-06,0.86,1.04,1.05,0.62,5361133.0,4627557.0
2025-08-07,0.79,0.97,0.88,0.57,6106955.0,4802060.0
2025-08-08,0.86,1.03,1.2,0.64,6498092.0,5612923.0
2025-08-11,0.83,0.98,0.91,0.64,5391718.0,4475322.0
2025-08-12,0.95,1.04,1.51,0.6,5776050.0,5468824.0
2025-08-13,0.77,0.91,0.82,0.63,6995677.0,5368017.0
2025-08-14,0.85,1.03,0.8,0.75,6789091.0,5797181.0
2025-08-15,0.79,1.05,1.18,0.48,6812357.0,5349738.0
2025-08-18,0.79,1.04,1.02,0.5,4958619.0,3926587.0
2025-08-19,0.91,1.19,0.92,0.59,5627453.0,5125568.0
2025-08-20,0.88,0.98,1.11,0.66,6441064.0,5689875.0
2025-08-21,0.92,1.13,0.99,0.62,4546914.0,4166154.0
2025-08-22,0.88,0.99,1.43,0.5,7315784.0,6455001.0
2025-08-25,0.86,1.16,0.9,0.55,4560759.0,3908603.0
2025-08-26,0.89,1.2,0.88,0.55,4684809.0,4189813.0
2025-08-27,0.75,0.85,0.97,0.53,5168634.0,3873392.0
2025-08-28,0.89,1.05,0.86,0.75,5505012.0,4905887.0
2025-08-29,0.83,0.92,1.14,0.56,6728054.0,5551312.0
2025-09-01,,,,,,
2025-09-02,0.93,1.04,1.04,0.68,5488126.0,5095220.0
2025-09-03,0.87,1.03,0.98,0.61,4911328.0,4284603.0
2025-09-04,0.96,1.23,1.03,0.62,5398992.0,5199723.0
2025-09-05,0.75,0.8,0.95,0.58,7893457.0,5941680.0
2025-09-08,0.8,1.01,0.67,0.63,5342860.0,4258290.0
2025-09-09,0.87,1.12,0.98,0.54,4894677.0,4260776.0
2025-09-10,0.82,0.99,1.02,0.54,6261251.0,5120571.0
2025-09-11,0.86,1.02,0.93,0.68,6246579.0,5399708.0
2025-09-12,0.83,1.13,0.92,0.58,6752232.0,5588969.0
2025-09-15,0.89,1.27,0.89,0.54,5800902.0,5155399.0
2025-09-16,0.78,0.93,0.81,0.54,6220087.0,4824918.0
2025-09-17,1.06,1.11,1.95,0.6,6232524.0,6618229.0
2025-09-18,0.75,1.05,0.75,0.54,7885646.0,5920712.0
2025-09-19,0.77,1.2,0.92,0.45,7720601.0,5925004.0
2025-09-22,0.81,1.02,1.39,0.48,6470353.0,5238225.0
2025-09-23,0.9,1.21,1.23,0.47,5853160.0,5241586.0
2025-09-24,0.86,1.16,1.11,0.51,5264364.0,4550212.0
2025-09-25,0.9,1.19,0.99,0.56,6243264.0,5621832.0
2025-09-26,0.82,1.12,1.09,0.51,6661542.0,5470893.0
2025-09-29,0.78,0.92,0.99,0.52,5768363.0,4517964.0
2025-09-30,0.89,1.14,0.93,0.58,6168960.0,5462256.0
2025-10-01,0.77,1.04,0.85,0.48,6186180.0,4784344.0
2025-10-02,0.81,1.11,1.16,0.47,6169148.0,5022590.0
2025-10-03,0.84,1.1,0.97,0.6,8159007.0,6845176.0
2025-10-06,0.73,1.03,0.93,0.45,5946359.0,4345903.0
2025-10-07,0.91,1.1,1.26,0.5,6278592.0,5689915.0
2025-10-08,0.76,1.0,0.98,0.5,6232735.0,4747818.0
2025-10-09,0.8,1.05,1.03,0.54,6623759.0,5309078.0
2025-10-10,0.98,1.19,1.23,0.69,10236399.0,10055777.0
2025-10-13,0.81,0.98,1.02,0.55,6626984.0,5367728.0
2025-10-14,0.87,1.14,1.1,0.49,6603471.0,5768653.0
2025-10-15,0.78,1.0,0.92,0.48,7413715.0,5749965.0
2025-10-16,0.86,1.18,0.73,0.56,7987163.0,6857518.0
2025-10-17,0.93,1.07,1.09,0.72,8512024.0,7911429.0
2025-10-20,0.86,1.14,1.1,0.5,6186918.0,5329193.0
2025-10-21,0.88,1.24,0.98,0.48,5708542.0,5050346.0
2025-10-22,0.83,1.07,0.92,0.53,6591322.0,5450014.0
2025-10-23,0.85,1.12,0.93,0.6,5794868.0,4931325.0
2025-10-24,0.86,1.07,1.35,0.52,7274236.0,6282337.0
2025-10-27,0.79,0.99,1.06,0.46,6232712.0,4931725.0
2025-10-28,0.74,0.92,0.97,0.47,6564178.0,4887399.0
2025-10-29,0.78,1.05,1.21,0.44,6328784.0,4941051.0
2025-10-30,0.81,1.14,0.81,0.57,7196671.0,5816622.0
2025-10-31,0.86,1.02,1.37,0.55,8109556.0,6986119.0
2025-11-03,0.93,1.09,1.35,0.58,6054096.0,5605064.0
2025-11-04,0.85,0.99,0.89,0.66,6482687.0,5506669.0
2025-11-05,0.85,1.05,1.1,0.57,5648767.0,4794664.0
2025-11-06,0.88,1.14,0.98,0.56,6340184.0,5590094.0
2025-11-07,1.08,1.19,1.73,0.63,7789268.0,8380694.0
2025-11-10,0.83,1.08,0.99,0.49,6478843.0,5379417.0
2025-11-11,0.85,0.94,0.96,0.7,5625736.0,4777957.0
2025-11-12,0.78,0.95,0.78,0.56,5770044.0,4518923.0
2025-11-13,0.83,1.0,0.91,0.65,8394785.0,7006829.0
2025-11-14,1.04,1.14,1.53,0.63,6853109.0,7143791.0
2025-11-17,0.97,1.04,1.12,0.76,6764844.0,6548165.0
2025-11-18,0.91,0.94,1.19,0.7,7148915.0,6539599.0
2025-11-19,0.98,1.12,1.2,0.63,6158537.0,6033875.0
2025-11-20,0.95,1.1,1.17,0.59,8801860.0,8334101.0
2025-11-21,0.87,1.03,1.28,0.56,8422864.0,7364367.0
2025-11-24,0.91,1.13,1.1,0.58,5566923.0,5092379.0
2025-11-25,0.94,1.06,1.04,0.76,5979941.0,5646813.0
2025-11-26,0.88,0.92,1.13,0.69,6207418.0,5484345.0
2025-11-27,,,,,,
2025-11-28,0.7,1.06,0.81,0.44,4491305.0,3148344.0
2025-12-01,0.95,1.13,1.13,0.59,5198968.0,4942636.0
2025-12-02,0.79,0.95,0.85,0.54,5935712.0,4692554.0
2025-12-03,0.91,1.18,1.05,0.58,5298831.0,4830617.0
2025-12-04,0.78,1.04,0.89,0.5,5815860.0,4510427.0
2025-12-05,0.75,1.07,0.83,0.43,7243856.0,5442981.0
2025-12-08,0.91,0.99,1.16,0.65,5208624.0,4717403.0
2025-12-09,0.82,1.06,0.85,0.52,5052582.0,4142025.0
2025-12-10,0.91,1.02,1.27,0.59,5215453.0,4756741.0
2025-12-11,0.83,1.06,0.77,0.59,6044234.0,5018842.0
2025-12-12,0.91,1.14,1.0,0.57,7875873.0,7133886.0
2025-12-15,0.92,1.1,1.05,0.58,5466947.0,5015347.0
2025-12-16,0.94,1.01,1.08,0.74,5747774.0,5404088.0
2025-12-17,0.99,1.09,1.18,0.75,6178145.0,6137035.0
2025-12-18,0.79,0.98,0.72,0.59,6964707.0,5510496.0
2025-12-19,0.85,1.05,1.01,0.59,6784400.0,5753346.0
2025-12-22,0.89,1.03,1.06,0.61,5340732.0,4775017.0
2025-12-23,0.8,1.01,1.01,0.46,5021201.0,4027795.0
2025-12-24,0.91,0.96,1.31,0.57,2887353.0,2618345.0
2025-12-25,,,,,,
2025-12-26,0.85,1.08,0.8,0.64,4646850.0,3942288.0
2025-12-29,0.93,0.96,1.27,0.67,4364719.0,4069878.0
2025-12-30,0.83,1.08,0.78,0.51,4117915.0,3422881.0
2025-12-31,1.13,1.12,1.39,0.92,5320342.0,6006605.0
2026-01-01,,,,,,
2026-01-02,0.83,1.08,0.85,0.56,6313693.0,5236603.0
2026-01-05,0.89,1.1,1.18,0.54,5958549.0,5278923.0
2026-01-06,0.9,1.02,1.28,0.58,5769892.0,5214303.0
2026-01-07,0.96,1.02,1.48,0.63,5443848.0,5203071.0
2026-01-08,0.83,1.04,1.1,0.49,5600042.0,4671579.0
2026-01-09,0.75,1.0,0.87,0.47,6882775.0,5167187.0
2026-01-12,0.97,1.19,1.13,0.66,5247164.0,5114992.0
2026-01-13,0.88,1.0,0.85,0.7,6113863.0,5353780.0
2026-01-14,0.93,0.92,1.22,0.77,7372476.0,6890588.0
2026-01-15,0.83,1.07,0.88,0.52,7249404.0,6008868.0
2026-01-16,0.73,1.02,0.87,0.46,8112129.0,5914932.0
2026-01-19,,,,,,
2026-01-20,0.9,0.95,1.34,0.52,7664820.0,6870363.0
2026-01-21,0.85,0.91,1.31,0.46,7975355.0,6755743.0
2026-01-22,0.76,1.02,0.96,0.41,6700965.0,5089640.0
2026-01-23,0.88,1.1,1.04,0.58,6573581.0,5772799.0
2026-01-26,0.96,1.15,1.22,0.56,5183241.0,4996389.0
2026-01-27,0.76,0.99,0.69,0.54,6489687.0,4903325.0
2026-01-28,0.81,0.93,0.94,0.57,6035019.0,4885513.0
2026-01-29,0.84,1.0,1.1,0.52,8143796.0,6841435.0
2026-01-30,0.82,1.04,0.89,0.58,8538916.0,7020575.0
2026-02-02,0.93,0.92,1.47,0.65,6036898.0,5613552.0
2026-02-03,0.84,1.03,0.96,0.53,7583844.0,6401997.0
2026-02-04,1.0,1.02,1.7,0.63,6838800.0,6836192.0
2026-02-05,0.92,1.09,1.06,0.65,7026779.0,6470921.0
2026-02-06,0.86,1.13,0.91,0.58,7085377.0,6103934.0
2026-02-09,0.88,1.02,1.04,0.6,6179103.0,5428894.0
2026-02-10,0.97,1.09,1.0,0.78,4975287.0,4838074.0
2026-02-11,1.01,1.05,1.69,0.67,5680347.0,5759817.0
2026-02-12,0.94,1.13,0.9,0.67,7236639.0,6781834.0
2026-02-13,0.88,1.14,0.82,0.6,6888815.0,6066712.0
2026-02-16,,,,,,
2026-02-17,0.98,0.93,1.44,0.83,6252722.0,6144969.0
2026-02-18,1.01,1.06,1.36,0.69,6250684.0,6292278.0
2026-02-19,0.87,1.05,0.87,0.64,6254052.0,5414552.0
2026-02-20,0.9,1.15,0.94,0.65,7976608.0,7184791.0
2026-02-23,0.93,1.04,1.17,0.63,6748791.0,6286718.0
2026-02-24,0.87,1.03,0.89,0.62,5843045.0,5054840.0
2026-02-25,0.85,0.92,1.11,0.61,6221891.0,5288960.0
2026-02-26,0.85,0.9,1.23,0.59,6801065.0,5758361.0
2026-02-27,0.84,1.0,0.85,0.66,7669423.0,6416182.0
2026-03-02,0.94,1.1,1.03,0.67,6792927.0,6416628.0
2026-03-03,0.96,0.98,1.25,0.72,6991355.0,6731797.0
2026-03-04,0.94,1.04,1.18,0.65,6462097.0,6101803.0
2026-03-05,0.9,1.06,0.94,0.6,6905835.0,6245136.0
2026-03-06,0.96,1.12,1.05,0.67,7545274.0,7253738.0
2026-03-09,1.0,1.02,1.43,0.64,7500654.0,7476689.0
2026-03-10,0.94,1.07,1.19,0.57,7128276.0,6716782.0
2026-03-11,1.05,1.01,1.5,0.8,6027517.0,6302355.0
2026-03-12,0.91,1.0,1.05,0.68,6683053.0,6058421.0
2026-03-13,0.9,1.02,1.07,0.58,7531159.0,6751724.0
2026-03-16,1.05,1.03,1.53,0.76,6445208.0,6779665.0
2026-03-17,1.0,0.99,1.32,0.86,5893945.0,5921060.0
2026-03-18,1.12,1.02,1.81,0.9,5842193.0,6552573.0
2026-03-19,0.84,1.04,0.81,0.58,7970965.0,6703452.0
2026-03-20,1.01,1.15,1.02,0.81,8470770.0,8517643.0
2026-03-23,0.99,1.06,1.4,0.57,7046819.0,6971037.0
2026-03-24,0.89,0.95,1.2,0.58,6542068.0,5817231.0
2026-03-25,0.99,1.06,1.6,0.56,6364009.0,6293842.0
2026-03-26,1.0,1.21,1.1,0.63,6481103.0,6470334.0
2026-03-27,0.96,1.15,1.33,0.56,8104318.0,7810060.0
2026-03-30,1.07,1.16,1.51,0.66,6123336.0,6548150.0
2026-03-31,0.96,1.1,1.07,0.56,7541245.0,7225202.0
2026-04-01,1.03,1.07,1.54,0.63,6620745.0,6847222.0
2026-04-02,1.05,1.16,1.48,0.59,6687111.0,7041030.0
2026-04-03,,,,,,
2026-04-06,1.02,1.08,1.43,0.68,5044992.0,5136187.0
2026-04-07,0.96,0.98,1.2,0.72,5754871.0,5499368.0
2026-04-08,1.03,1.08,1.69,0.56,7528911.0,7763793.0
2026-04-09,0.89,0.98,1.49,0.48,6890950.0,6146014.0
2026-04-10,0.82,0.93,1.13,0.51,7187680.0,5888467.0
2026-04-13,0.87,0.96,1.25,0.52,6523223.0,5656501.0
2026-04-14,0.68,0.7,0.91,0.5,9702633.0,6645701.0
2026-04-15,0.78,0.93,1.03,0.47,8365971.0,6544247.0
2026-04-16,0.67,0.82,0.69,0.45,8915157.0,5978373.0
2026-04-17,0.66,0.85,0.79,0.41,10783484.0,7153899.0
2026-04-20,0.91,1.16,1.13,0.54,5628915.0,5140739.0
2026-04-21,0.94,1.11,1.17,0.56,6589094.0,6187310.0
2026-04-22,0.86,1.09,1.25,0.48,5912069.0,5075367.0
2026-04-23,0.91,1.19,1.1,0.51,7061904.0,6391410.0
2026-04-24,0.79,0.95,1.06,0.53,8095583.0,6398057.0
2026-04-27,0.86,1.12,1.25,0.5,6167119.0,5289795.0
2026-04-28,0.83,1.07,0.91,0.52,5658924.0,4714266.0
2026-04-29,0.93,1.0,1.87,0.52,5441482.0,5044802.0
2026-04-30,0.78,0.97,0.98,0.46,7308652.0,5670916.0
2026-05-01,0.76,0.98,0.99,0.46,7878834.0,6020145.0
2026-05-04,0.87,1.12,0.98,0.54,6659889.0,5782231.0
2026-05-05,0.84,1.06,1.02,0.57,6148837.0,5151924.0
2026-05-06,0.67,0.71,0.9,0.51,9840592.0,6577862.0
2026-05-07,0.8,1.11,0.87,0.46,7663466.0,6104178.0
2026-05-08,0.74,1.03,0.78,0.53,7971705.0,5931593.0
2026-05-11,0.74,1.18,0.79,0.43,7976455.0,5933534.0
2026-05-12,0.84,1.13,0.98,0.49,7000859.0,5899744.0
2026-05-13,0.73,0.89,0.93,0.5,8071792.0,5921908.0
2026-05-14,0.67,0.93,0.51,0.51,9242057.0,6147949.0
2026-05-15,0.93,1.03,1.35,0.59,8161103.0,7556044.0
2026-05-18,0.82,0.91,1.2,0.51,8269847.0,6760839.0
2026-05-19,0.84,0.91,1.07,0.56,7003384.0,5861222.0
2026-05-20,0.75,0.77,1.18,0.49,7261739.0,5454113.0
2026-05-21,0.83,0.97,1.13,0.49,7012044.0,5831498.0
2026-05-22,0.85,1.18,0.94,0.55,7566394.0,6464531.0
2026-05-25,,,,,,
2026-05-26,0.82,1.11,1.01,0.47,7165995.0,5891495.0
2026-05-27,0.83,1.08,1.28,0.43,6320985.0,5263595.0
2026-05-28,0.74,1.07,1.03,0.39,7339279.0,5466247.0
2026-05-29,0.64,0.84,0.73,0.42,9929868.0,6340894.0
2026-06-01,0.77,0.99,1.17,0.44,7350592.0,5642386.0
2026-06-02,0.73,1.0,0.91,0.43,6899942.0,5053416.0
2026-06-03,0.83,1.02,1.28,0.49,7539723.0,6268070.0
2026-06-04,0.77,1.07,0.86,0.44,7250304.0,5592580.0
2026-06-05,0.97,1.13,1.08,0.67,10510810.0,10181070.0
2026-06-08,0.96,1.24,1.13,0.52,7027471.0,6720631.0
2026-06-09,,,,,,
2026-06-10,,,,,,
